locus	length bp	direction	start	stop	NCBI Name	NCBI Locus	NCBI Annotation
CLJU_c35840	264	<=	3901928	3902191			
CLJU_c35850	1263	=>	3902419	3903681	-	CLJU_RS17640	MULTISPECIES: divalent metal cation transporter
CLJU_c35860	642	=>	3903753	3904394	-	CLJU_RS17645	MULTISPECIES: TetR/AcrR family transcriptional regulator
CLJU_c35870	1227	<=	3904442	3905668	preA	CLJU_RS17650	MULTISPECIES: NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
CLJU_c35880	330	<=	3905670	3905999	-	CLJU_RS17655	MULTISPECIES: hypothetical protein
CLJU_c35890	1368	<=	3906041	3907408	hydA	CLJU_RS17660	MULTISPECIES: dihydropyrimidinase
CLJU_c35900	1497	<=	3907441	3908937	-	CLJU_RS17665	MULTISPECIES: NCS1 family nucleobase:cation symporter-1
amaB2	1242	<=	3908977	3910218	-	CLJU_RS17670	MULTISPECIES: Zn-dependent hydrolase
CLJU_c35920	1368	<=	3910310	3911677	-	CLJU_RS17675	MULTISPECIES: aminotransferase class III-fold pyridoxal phosphate-dependent enzyme
dhaT3	1146	<=	3911690	3912835	-	CLJU_RS17680	MULTISPECIES: iron-containing alcohol dehydrogenase
CLJU_c35940	1206	<=	3913004	3914209	-	CLJU_RS17685	MULTISPECIES: PucR family transcriptional regulator
gerXA	1578	=>	3914548	3916125	-	CLJU_RS17690	MULTISPECIES: spore germination protein
CLJU_c35960	1194	=>	3916132	3917325	-	CLJU_RS17695	MULTISPECIES: Ger(x)C family spore germination protein
CLJU_c35970	219	=>	3917322	3917540	-	CLJU_RS17700	MULTISPECIES: hypothetical protein
CLJU_c35980	1089	=>	3917564	3918652	-	CLJU_RS17705	MULTISPECIES: GerAB/ArcD/ProY family transporter
CLJU_c35990	153	<=	3918654	3918806			
CLJU_c36000	756	<=	3919184	3919939	-	CLJU_RS17710	MULTISPECIES: aminotransferase class IV
CLJU_c36010	1350	<=	3919957	3921306	pabB	CLJU_RS17715	MULTISPECIES: aminodeoxychorismate synthase component I
CLJU_c36020	606	<=	3921290	3921895	-	CLJU_RS17720	MULTISPECIES: aminodeoxychorismate/anthranilate synthase component II
cmd	450	<=	3923299	3923748	-	CLJU_RS17725	MULTISPECIES: carboxymuconolactone decarboxylase family protein
CLJU_c36040	384	<=	3923732	3924115	-	CLJU_RS17730	MULTISPECIES: MerR family transcriptional regulator
CLJU_c36050	1188	<=	3924262	3925449	-	CLJU_RS21485	MULTISPECIES: GGDEF domain-containing protein
CLJU_c36060	948	=>	3925850	3926797	-	CLJU_RS17740	MULTISPECIES: hypothetical protein
CLJU_c36070	165	<=	3926885	3927049	-	CLJU_RS21875	MULTISPECIES: YvrJ family protein
CLJU_c36080	648	<=	3927112	3927759	-	CLJU_RS17750	MULTISPECIES: DUF3786 domain-containing protein
CLJU_c36090	411	=>	3927900	3928310	-	CLJU_RS17755	MULTISPECIES: hemerythrin family protein
CLJU_c36100	1170	<=	3928463	3929632	-	CLJU_RS17760	MULTISPECIES: MFS transporter
CLJU_c36110	972	<=	3929914	3930885	-	CLJU_RS17765	MULTISPECIES: metallophosphoesterase family protein
CLJU_c36120	189	<=	3931103	3931291	-	CLJU_RS17770	MULTISPECIES: hypothetical protein
CLJU_c36130	231	=>	3931682	3931912	-	CLJU_RS17775	MULTISPECIES: DUF3892 domain-containing protein
CLJU_c36140	414	=>	3932129	3932542	-	CLJU_RS17780	MULTISPECIES: acyl-CoA thioesterase
CLJU_c36150	912	=>	3932646	3933557	-	CLJU_RS17785	MULTISPECIES: tetratricopeptide repeat protein
CLJU_c36160	570	<=	3933572	3934141	-	CLJU_RS17790	MULTISPECIES: chromate transporter
CLJU_c36170	573	<=	3934138	3934710	-	CLJU_RS17795	MULTISPECIES: chromate transporter
CLJU_c36180	1710	=>	3935081	3936790	-	CLJU_RS17800	MULTISPECIES: hypothetical protein
CLJU_c36190	855	<=	3936949	3937803	-	CLJU_RS17805	MULTISPECIES: hypothetical protein
CLJU_c36200	1713	=>	3938113	3939825	-	CLJU_RS17810	MULTISPECIES: methyl-accepting chemotaxis protein
CLJU_c36210	600	<=	3939909	3940508	-	CLJU_RS17815	MULTISPECIES: nitroreductase
CLJU_c36220	204	=>	3940798	3941001	-	CLJU_RS17820	hypothetical protein
CLJU_c36230	1311	=>	3941308	3942618	-	CLJU_RS17825	MULTISPECIES: exonuclease with a BRCT domain
CLJU_c36240	918	=>	3942648	3943565	-	CLJU_RS17830	MULTISPECIES: hypothetical protein
CLJU_c36250	1038	=>	3943567	3944604	-	CLJU_RS17835	MULTISPECIES: radical SAM protein
CLJU_c36260	624	<=	3944721	3945344	-	CLJU_RS17840	MULTISPECIES: class I SAM-dependent methyltransferase
CLJU_c36270	93	<=	3945444	3945536			
CLJU_c36280	99	<=	3945529	3945627			
CLJU_c36290	1350	<=	3945720	3947069	-	CLJU_RS17845	MULTISPECIES: Na+/H+ antiporter NhaC family protein
CLJU_c36300	1572	<=	3947685	3949256	-	CLJU_RS17850	PAS domain-containing protein
CLJU_c36310	867	<=	3950109	3950975	-	CLJU_RS17855	MULTISPECIES: methyladenine DNA glycosylase
CLJU_c36320	1140	<=	3951119	3952258	-	CLJU_RS17860	AAA family ATPase
CLJU_c36330	582	<=	3953853	3954434	-	CLJU_RS17870	MULTISPECIES: hypothetical protein
CLJU_c36340	816	<=	3954421	3955236	-	CLJU_RS21490	hypothetical protein
CLJU_c36350	1530	<=	3955994	3957523	-	CLJU_RS17880	MULTISPECIES: cell wall-binding protein
CLJU_c36360	174	=>	3958447	3958620			
CLJU_c36370	180	=>	3959303	3959482	-	CLJU_RS17885	hypothetical protein
CLJU_c36380	1896	<=	3959637	3961532	-	CLJU_RS17890	ImmA/IrrE family metallo-endopeptidase
CLJU_c36390	570	<=	3961600	3962169	-	CLJU_RS17895	hypothetical protein
CLJU_c36400	921	<=	3962579	3963499	-	CLJU_RS17900	hypothetical protein
CLJU_c36410	1089	<=	3964260	3965348	-	CLJU_RS21495	DNA polymerase III subunit epsilon
CLJU_c36420	267	<=	3966104	3966370	-	CLJU_RS17915	hypothetical protein
CLJU_c36430	462	<=	3967650	3968111	-	CLJU_RS17920	hypothetical protein
CLJU_c36440	669	<=	3968255	3968923	-	CLJU_RS17925	phage-like protein
CLJU_c36450	1500	<=	3969024	3970523	-	CLJU_RS17930	cell wall-binding repeat-containing protein
CLJU_c36460	1962	<=	3970844	3972805	-	CLJU_RS17935	hydrolase
CLJU_c36470	621	<=	3972998	3973618	-	CLJU_RS17940	hypothetical protein
CLJU_c36480	405	<=	3973788	3974192	-	CLJU_RS17945	helix-turn-helix domain-containing protein
CLJU_c36490	516	<=	3974325	3974840	-	CLJU_RS17950	hypothetical protein
CLJU_c36500	1332	<=	3974844	3976175	-	CLJU_RS17955	DEAD/DEAH box helicase
CLJU_c36510	411	<=	3976260	3976670	-	CLJU_RS17960	HNH endonuclease
CLJU_c36520	276	<=	3976671	3976946	-	CLJU_RS17965	VRR-NUC domain-containing protein
CLJU_c36530	2424	<=	3977221	3979644	-	CLJU_RS17970	phage-like protein
CLJU_c36540	1347	<=	3980049	3981395	-	CLJU_RS17980	SIR2 family protein
CLJU_c36550	1953	<=	3981611	3983563	-	CLJU_RS17985	hypothetical protein
CLJU_c36560	561	<=	3983563	3984123	-	CLJU_RS17990	DUF2815 family protein
CLJU_c36570	1152	<=	3984156	3985307	-	CLJU_RS17995	DUF2800 domain-containing protein
CLJU_c36580	420	<=	3985307	3985726	-	CLJU_RS18000	hypothetical protein
CLJU_c36590	276	<=	3985755	3986030	-	CLJU_RS18005	hypothetical protein
CLJU_c36600	255	<=	3986030	3986284	-	CLJU_RS18010	hypothetical protein
CLJU_c36610	474	<=	3986271	3986744	-	CLJU_RS18015	hypothetical protein
CLJU_c36620	564	<=	3986957	3987520	-	CLJU_RS18020	sigma-70 family RNA polymerase sigma factor
CLJU_c36630	162	<=	3987699	3987860	-	CLJU_RS21895	helix-turn-helix domain-containing protein
CLJU_c36640	255	<=	3987867	3988121	-	CLJU_RS18030	hypothetical protein
rha	816	<=	3988134	3988949	-	CLJU_RS18035	Rha family transcriptional regulator
CLJU_c36660	201	<=	3988973	3989173	-	CLJU_RS18040	helix-turn-helix transcriptional regulator
CLJU_c36670	945	=>	3989375	3990319	-	CLJU_RS21500	helix-turn-helix domain-containing protein
CLJU_c36680	1176	=>	3990357	3991532	-	CLJU_RS21900	site-specific integrase
CLJU_c36840	471	<=	3993129	3993599	-	CLJU_RS18135	MULTISPECIES: metallophosphoesterase
CLJU_c36850	609	<=	3993603	3994211	-	CLJU_RS18140	MULTISPECIES: XTP/dITP diphosphatase
rpH	747	<=	3994211	3994957	rph	CLJU_RS18145	MULTISPECIES: ribonuclease PH
hypE2	990	<=	3995002	3995991	-	CLJU_RS18150	MULTISPECIES: AIR synthase
CLJU_c36880	1422	=>	3996068	3997489	-	CLJU_RS18155	MULTISPECIES: hypothetical protein
CLJU_c36890	1617	<=	3997857	3999473	-	CLJU_RS18165	MULTISPECIES: peptide ABC transporter substrate-binding protein
CLJU_c36900	207	=>	3999619	3999825	-	CLJU_RS18170	MULTISPECIES: hypothetical protein
gatB	1431	<=	3999862	4001292	gatB	CLJU_RS18175	MULTISPECIES: Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
gatA	1458	<=	4001298	4002755	gatA	CLJU_RS18180	MULTISPECIES: Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
gatC	288	<=	4002775	4003062	gatC	CLJU_RS18185	MULTISPECIES: Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
CLJU_c36940	726	<=	4003076	4003801	-	CLJU_RS18190	gamma-glutamyl-gamma-aminobutyrate hydrolase family protein
CLJU_c36950	2049	<=	4003936	4005984	-	CLJU_RS18195	MULTISPECIES: AAA domain-containing protein
CLJU_c36960	270	<=	4006050	4006319	-	CLJU_RS18200	MULTISPECIES: hypothetical protein
ligA	1995	<=	4006673	4008667	ligA	CLJU_RS18205	MULTISPECIES: NAD-dependent DNA ligase LigA
pcrA	2241	<=	4008700	4010940	pcrA	CLJU_RS18210	MULTISPECIES: DNA helicase PcrA
CLJU_c36990	294	<=	4011108	4011401	-	CLJU_RS18215	MULTISPECIES: hypothetical protein
rsuA	735	<=	4011694	4012428	-	CLJU_RS18220	MULTISPECIES: rRNA pseudouridine synthase
CLJU_c37010	675	<=	4012724	4013398	-	CLJU_RS18225	MULTISPECIES: lytic transglycosylase domain-containing protein
CLJU_c37020	1626	<=	4013468	4015093	-	CLJU_RS18230	two component regulator three Y motif protein
CLJU_c37030	321	=>	4015480	4015800	-	CLJU_RS18235	MULTISPECIES: multidrug efflux SMR transporter
CLJU_c37040	708	=>	4015910	4016617	-	CLJU_RS18240	MULTISPECIES: B3/4 domain-containing protein
CLJU_c37050	726	=>	4016682	4017407	-	CLJU_RS18245	radical SAM protein
CLJU_c37060	489	=>	4017522	4018010	-	CLJU_RS18250	MULTISPECIES: pyridoxamine 5\'-phosphate oxidase family protein
CLJU_c37070	1173	<=	4018189	4019361	-	CLJU_RS18255	MULTISPECIES: IS110 family transposase
CLJU_c37080	393	<=	4019675	4020067	-	CLJU_RS18260	two component regulator three Y motif protein
CLJU_c37090	444	<=	4020277	4020720	-	CLJU_RS18265	YaiI/YqxD family protein
CLJU_c37100	201	<=	4020760	4020960	-	CLJU_RS18270	MULTISPECIES: hypothetical protein
CLJU_c37110	393	<=	4021182	4021574	-	CLJU_RS18275	pyridoxamine 5\'-phosphate oxidase-like FMN-binding protein
CLJU_c37120	336	=>	4021709	4022044	-	CLJU_RS18280	MULTISPECIES: helix-turn-helix transcriptional regulator
CLJU_c37130	1353	<=	4022232	4023584	-	CLJU_RS18285	MULTISPECIES: glucose-6-phosphate isomerase
CLJU_c37140	1152	<=	4023792	4024943	-	CLJU_RS18290	MULTISPECIES: chemotaxis protein
CLJU_c37150	123	<=	4025308	4025430			
CLJU_c37160	1230	<=	4025549	4026778	tetA(P)	CLJU_RS18295	MULTISPECIES: tetracycline efflux MFS transporter TetA(P)
guaA	1533	<=	4027687	4029219	guaA	CLJU_RS18300	glutamine-hydrolyzing GMP synthase
guaB	1455	<=	4029311	4030765	guaB	CLJU_RS18305	IMP dehydrogenase
groL	1635	<=	4031230	4032864	groL	CLJU_RS18310	chaperonin GroEL
groS	285	<=	4032931	4033215	-	CLJU_RS18315	MULTISPECIES: co-chaperone GroES
CLJU_c37210	717	<=	4033551	4034267	-	CLJU_RS18320	MULTISPECIES: TVP38/TMEM64 family protein
CLJU_c37220	1488	<=	4034446	4035933	-	CLJU_RS18325	4Fe-4S dicluster domain-containing protein
CLJU_c37230	909	<=	4036163	4037071	-	CLJU_RS18330	MULTISPECIES: DNA-3-methyladenine glycosylase 2 family protein
CLJU_c37240	2322	<=	4037215	4039536	-	CLJU_RS18335	MULTISPECIES: bifunctional dihydroorotate dehydrogenase B NAD binding subunit/NADPH-dependent glutamate synthase
CLJU_c37250	633	<=	4039881	4040513	-	CLJU_RS18340	MULTISPECIES: redox-sensing transcriptional repressor Rex
CLJU_c37260	1914	=>	4040936	4042849	-	CLJU_RS18345	ABC-F family ATP-binding cassette domain-containing protein
CLJU_c37270	795	<=	4043180	4043974	-	CLJU_RS18350	ABC transporter permease subunit
CLJU_c37280	918	<=	4043993	4044910	-	CLJU_RS18355	ABC transporter ATP-binding protein
CLJU_c37290	1272	<=	4045282	4046553	-	CLJU_RS18360	dihydroorotase
hbd2	942	<=	4047069	4048010	-	CLJU_RS18365	3-hydroxyacyl-CoA dehydrogenase family protein
CLJU_c37310	288	<=	4048047	4048334	-	CLJU_RS18370	MULTISPECIES: thiamine-binding protein
CLJU_c37320	771	<=	4048386	4049156	-	CLJU_RS18375	response regulator transcription factor
CLJU_c37330	1689	<=	4049149	4050837	-	CLJU_RS18380	MULTISPECIES: sensor histidine kinase
CLJU_c37340	1794	=>	4051332	4053125	-	CLJU_RS18385	MULTISPECIES: carbon starvation protein A
CLJU_c37350	1791	=>	4053411	4055201	-	CLJU_RS18390	MULTISPECIES: carbon starvation protein A
CLJU_c37360	2922	<=	4055284	4058205	-	CLJU_RS18395	peptidase M16
CLJU_c37370	855	<=	4058228	4059082	-	CLJU_RS18400	MULTISPECIES: patatin family protein
CLJU_c37380	813	<=	4059110	4059922	proC	CLJU_RS18405	pyrroline-5-carboxylate reductase
pyc	3438	<=	4060073	4063510	-	CLJU_RS18410	MULTISPECIES: pyruvate carboxylase
gcp	1026	<=	4064027	4065052	tsaD	CLJU_RS18415	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
CLJU_c37410	708	=>	4065237	4065944	-	CLJU_RS18420	lantibiotic protection ABC transporter ATP-binding protein
CLJU_c37420	756	=>	4065946	4066701	-	CLJU_RS18425	lantibiotic immunity ABC transporter MutE/EpiE family permease subunit
CLJU_c37430	762	=>	4066702	4067463	-	CLJU_RS18430	MULTISPECIES: lantibiotic immunity ABC transporter MutG family permease subunit
rusA	633	=>	4067705	4068337	-	CLJU_RS18435	MULTISPECIES: RusA family crossover junction endodeoxyribonuclease
CLJU_c37450	585	<=	4068529	4069113	-	CLJU_RS18440	DUF1836 domain-containing protein
CLJU_c37460	375	<=	4069485	4069859	-	CLJU_RS18445	MULTISPECIES: DUF1667 domain-containing protein
CLJU_c37470	1266	<=	4069861	4071126	-	CLJU_RS18450	FAD-dependent oxidoreductase
CLJU_c37480	1455	<=	4071193	4072647	-	CLJU_RS18455	NAD(P)/FAD-dependent oxidoreductase
CLJU_c37490	843	<=	4072847	4073689	-	CLJU_RS18460	MULTISPECIES: formate/nitrite transporter family protein
CLJU_c37500	636	<=	4073714	4074349	-	CLJU_RS18465	MULTISPECIES: DUF3786 domain-containing protein
CLJU_c37510	345	<=	4074499	4074843	-	CLJU_RS18470	hypothetical protein
CLJU_c37520	195	<=	4074867	4075061	-	CLJU_RS18475	MULTISPECIES: CooT family nickel-binding protein
CLJU_c37530	1935	<=	4075230	4077164	-	CLJU_RS18480	DUF4445 domain-containing protein
gcvH2	375	<=	4077202	4077576	gcvH	CLJU_RS18485	glycine cleavage system protein GcvH
CLJU_c37550	2127	<=	4077732	4079858	cdhC	CLJU_RS18490	CO dehydrogenase/CO-methylating acetyl-CoA synthase complex subunit beta
meTr	786	<=	4079917	4080702	-	CLJU_RS18495	MULTISPECIES: carbon monoxide dehydrogenase
CLJU_c37570	1353	<=	4080813	4082165	-	CLJU_RS18500	MULTISPECIES: acetyl-CoA decarbonylase/synthase complex subunit gamma
CLJU_c37580	945	<=	4082204	4083148	-	CLJU_RS18505	MULTISPECIES: acetyl-CoA decarbonylase/synthase complex subunit delta
cooC1	774	<=	4083167	4083940	-	CLJU_RS18510	MULTISPECIES: AAA family ATPase
CLJU_c37600	1383	<=	4084079	4085461	lpdA	CLJU_RS18515	MULTISPECIES: dihydrolipoyl dehydrogenase
CLJU_c37610	882	<=	4085498	4086379	-	CLJU_RS18520	"5,10-methylenetetrahydrofolate reductase"
CLJU_c37620	651	<=	4086402	4087052	-	CLJU_RS18525	MULTISPECIES: hypothetical protein
folD	855	<=	4087080	4087934	-	CLJU_RS18530	"bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase"
fchA	633	<=	4088037	4088669	-	CLJU_RS18535	MULTISPECIES: cyclodeaminase/cyclohydrolase family protein
fhs	1677	<=	4088691	4090367	-	CLJU_RS18540	formate--tetrahydrofolate ligase
cooC2	783	<=	4090368	4091150	-	CLJU_RS18545	MULTISPECIES: AAA family ATPase
codH	1896	<=	4091443	4093338	cooS	CLJU_RS18550	anaerobic carbon-monoxide dehydrogenase catalytic subunit
CLJU_c37680	411	<=	4093873	4094283	-	CLJU_RS18555	MULTISPECIES: universal stress protein
CLJU_c37690	348	<=	4094501	4094848	-	CLJU_RS18560	MULTISPECIES: diguanylate cyclase
CLJU_c37700	474	<=	4094937	4095410	-	CLJU_RS18565	MULTISPECIES: DUF134 domain-containing protein
fur5	474	<=	4095362	4095835	-	CLJU_RS18570	MULTISPECIES: transcriptional repressor
CLJU_c37720	357	<=	4095853	4096209	-	CLJU_RS18575	MULTISPECIES: dinitrogenase iron-molybdenum cofactor biosynthesis protein
CLJU_c37730	846	<=	4096270	4097115	-	CLJU_RS18580	MULTISPECIES: AAA family ATPase
CLJU_c37740	831	<=	4097106	4097936	-	CLJU_RS18585	MULTISPECIES: P-loop NTPase
CLJU_c37750	354	<=	4097967	4098320	-	CLJU_RS18590	MULTISPECIES: diguanylate cyclase
CLJU_c37760	369	<=	4098481	4098849	-	CLJU_RS18595	MULTISPECIES: helix-turn-helix transcriptional regulator
CLJU_c37770	390	=>	4099033	4099422	-	CLJU_RS18600	pyridoxamine 5\'-phosphate oxidase family protein
CLJU_c37780	831	<=	4099577	4100407	-	CLJU_RS18605	MULTISPECIES: Mrp/NBP35 family ATP-binding protein
CLJU_c37790	222	<=	4100519	4100740	-	CLJU_RS18610	MULTISPECIES: hypothetical protein
CLJU_c37800	876	<=	4100875	4101750	-	CLJU_RS18615	MULTISPECIES: LysR family transcriptional regulator
CLJU_c37810	996	=>	4101858	4102853	-	CLJU_RS18620	YeiH family putative sulfate export transporter
CLJU_c37820	492	<=	4103254	4103745	-	CLJU_RS18625	flavin reductase family protein
CLJU_c37830	792	=>	4104233	4105024	-	CLJU_RS18630	P-loop NTPase
CLJU_c37840	516	=>	4105085	4105600	-	CLJU_RS18635	"dTDP-4-dehydrorhamnose 3,5-epimerase"
CLJU_c37850	600	=>	4105628	4106227	-	CLJU_RS18640	flavin reductase family protein
CLJU_c37860	762	<=	4106323	4107084	-	CLJU_RS18645	TIGR03943 family protein
CLJU_c37870	1122	<=	4107081	4108202	-	CLJU_RS18650	permease
CLJU_c37880	930	<=	4108342	4109271	-	CLJU_RS18655	zinc ABC transporter substrate-binding protein
CLJU_c37890	1065	=>	4109396	4110460	-	CLJU_RS18660	permease
CLJU_c37900	768	=>	4110463	4111230	-	CLJU_RS18665	TIGR03943 family protein
CLJU_c37910	921	<=	4111242	4112162	-	CLJU_RS18670	LysR family transcriptional regulator
asrA3	861	=>	4112415	4113275	-	CLJU_RS18675	sulfite reductase subunit alpha
CLJU_c37930	921	<=	4113368	4114288	-	CLJU_RS18680	SufD family Fe-S cluster assembly protein
sufC	732	<=	4114289	4115020	-	CLJU_RS18685	ATP-binding cassette domain-containing protein
CLJU_c37950	369	<=	4115334	4115702	-	CLJU_RS18690	hypothetical protein
CLJU_c37960	735	<=	4115772	4116506	-	CLJU_RS18695	membrane protein
CLJU_c37970	624	<=	4116620	4117243	-	CLJU_RS18700	DUF1847 domain-containing protein
CLJU_c37980	729	<=	4117455	4118183	-	CLJU_RS18705	DUF421 domain-containing protein
CLJU_c37990	609	<=	4118240	4118848	-	CLJU_RS18710	DUF421 domain-containing protein
hemV1	1110	<=	4119162	4120271	-	CLJU_RS18715	iron ABC transporter substrate-binding protein
CLJU_c38010	417	<=	4120624	4121040	-	CLJU_RS18720	sulfurase
hemV2	1131	<=	4121193	4122323	-	CLJU_RS18725	iron ABC transporter substrate-binding protein
CLJU_c38030	753	<=	4122338	4123090	-	CLJU_RS18730	ABC transporter ATP-binding protein
CLJU_c38040	1068	<=	4123087	4124154	-	CLJU_RS18735	iron ABC transporter permease
CLJU_c38050	819	<=	4124184	4125002	-	CLJU_RS18740	class I SAM-dependent methyltransferase
CLJU_c38060	525	<=	4125006	4125530	-	CLJU_RS18745	formylmethanofuran dehydrogenase subunit E
CLJU_c38070	846	<=	4125816	4126661	modD	CLJU_RS18750	ModD protein
CLJU_c38080	708	<=	4126695	4127402	-	CLJU_RS18755	ATP-binding cassette domain-containing protein
modC	810	<=	4127423	4128232	-	CLJU_RS18760	ABC transporter permease subunit
modA2	798	<=	4128251	4129048	modA	CLJU_RS18765	molybdate ABC transporter substrate-binding protein
CLJU_c38110	1455	<=	4129324	4130778	-	CLJU_RS18770	hypothetical protein
CLJU_c38120	606	=>	4131438	4132043	-	CLJU_RS18775	MULTISPECIES: HDIG domain-containing protein
CLJU_c38130	999	<=	4132246	4133244	-	CLJU_RS18780	hypothetical protein
CLJU_c38140	552	<=	4133322	4133873	-	CLJU_RS18785	AAA family ATPase
CLJU_c38160	924	<=	4134379	4135302	-	CLJU_RS18795	manganese ABC transporter substrate-binding protein
CLJU_c38170	1311	=>	4135537	4136847	-	CLJU_RS18800	HD-GYP domain-containing protein
CLJU_c38180	456	=>	4136905	4137360	tsaE	CLJU_RS18805	MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
CLJU_c38190	714	=>	4137365	4138078	tsaB	CLJU_RS18810	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
CLJU_c38200	450	=>	4138071	4138520	rimI	CLJU_RS18815	ribosomal-protein-alanine N-acetyltransferase
tyrS2	1221	<=	4138605	4139825	-	CLJU_RS18820	MULTISPECIES: tyrosine--tRNA ligase
CLJU_c38220	411	<=	4140039	4140449	-	CLJU_RS18825	MULTISPECIES: hypothetical protein
CLJU_c38230	1149	<=	4140588	4141736	-	CLJU_RS18830	MULTISPECIES: ATP-binding protein
CLJU_c38240	165	=>	4142084	4142248	-	CLJU_RS18835	MULTISPECIES: cytochrome c551
CLJU_c38250	561	<=	4142280	4142840	-	CLJU_RS18840	MULTISPECIES: ECF transporter S component
CLJU_c38260	987	=>	4143343	4144329	-	CLJU_RS18845	inositol phosphorylceramide synthase
CLJU_c38270	819	<=	4144724	4145542	-	CLJU_RS18850	sugar-phosphatase
prfC	1593	=>	4145764	4147356	-	CLJU_RS18855	MULTISPECIES: peptide chain release factor 3
trpS	1011	<=	4147419	4148429	trpS	CLJU_RS18860	tryptophan--tRNA ligase
CLJU_c38300	8637	<=	4148792	4157428	-	CLJU_RS18865	cyclic beta 1-2 glucan synthetase
lysA	1287	<=	4157525	4158811	lysA	CLJU_RS18870	diaminopimelate decarboxylase
lysC	1203	<=	4158906	4160108	-	CLJU_RS18875	aspartate kinase
CLJU_c38330	1038	<=	4160466	4161503	hydE	CLJU_RS18880	MULTISPECIES:
CLJU_c38340	2130	<=	4161720	4163849	-	CLJU_RS18885	AAA family ATPase
ftsH2	1854	<=	4163953	4165806	hflB	CLJU_RS18890	MULTISPECIES: ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein
proS	1431	<=	4166025	4167455	-	CLJU_RS18895	MULTISPECIES: proline--tRNA ligase
CLJU_c38370	1602	=>	4167938	4169539	-	CLJU_RS18900	protein phosphatase
CLJU_c38380	1131	<=	4170038	4171168	-	CLJU_RS18905	MULTISPECIES: glycerate kinase
CLJU_c38390	1251	<=	4171209	4172459	-	CLJU_RS18910	MFS transporter
CLJU_c38400	996	<=	4172799	4173794	pdxA	CLJU_RS18915	4-hydroxythreonine-4-phosphate dehydrogenase PdxA
CLJU_c38410	1266	<=	4173787	4175052	-	CLJU_RS18920	four-carbon acid sugar kinase family protein
CLJU_c38420	783	<=	4175393	4176175	-	CLJU_RS18925	MULTISPECIES: polysaccharide deacetylase
CLJU_c38430	951	<=	4176189	4177139	-	CLJU_RS18930	MULTISPECIES: phosphatase
